,Id,LastModified,PublicationDate,DateCreated,IncludeInSitemap,SystemSourceKey,UrlName,ItemDefaultUrl,DoctorStatus,eHealthChatUrl,MetaDescription,MetaTitle,YearsOfExperience,AppointmentURL,OpenGraphDescription,FacilityLocation,FullUrl,SubSpecialtyContent,ProfileURL,SpecialInterest,Recommendation,SpecialtyName,ConditionsTreated,OpenGraphTitle,SortNumber,QualificationAndCertifications,PhoneNo,ProceduresPerformed,HideInEHealth,LanguageSpoken,eHealthConsultUrl,Salutation,DisabledRequestForAppointment,HospitalName,Description,Title,PhoneNo2,ResidencyStatus,Provider,DoctorImage
159,53cb4a55-ca0e-43cb-8e87-42ea302e7dbe,2023-05-16T06:03:26Z,2021-04-08T09:42:00Z,2021-04-08T09:42:02Z,True,,dr-kartina-stephens,/dental-surgery/dr-kartina-stephens,Resident Consultant,,,Dr. Kartina Stephens | Dental Surgery | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/dental-surgery/dr-kartina-stephens,Dr.,"Suite 118, 1st Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/dental-surgery/dr-kartina-stephens,,https://gleneagles.com.my/kuala-lumpur/doctors/dental-surgery/dr-kartina-stephens,,,##Dental Surgery##,,Dr. Kartina Stephens | Dental Surgery | Gleneagles Hospital Kuala Lumpur,999,BDS (Lon),03-4251 4988 / 4899,,False,,,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Kartina Stephens,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kartina Stephens', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kartina-stephens0d4e73f3-32aa-4a2d-9bae-d89823503887.png?sfvrsn=e0d3366b_6'}]"
160,f1f5ecbc-1398-468f-b194-d34a8480fa66,2023-05-16T06:02:15Z,2021-04-08T09:47:43Z,2021-04-08T09:47:45Z,True,,dr.-kartini-binti-mohd-nor,/psychiatry/dr.-kartini-binti-mohd-nor,Sessional Consultant,,,Dr. Kartini binti Mohd Nor | Psychiatry | Gleneagles Hospital Medini Johor,,https://gleneagles.com.my/medini-johor/appointment/psychiatry/dr.-kartini-binti-mohd-nor,Dr.,"309, Level 3, Specialist Clinics Complex",https://gleneagles.com.my/medini-johor/doctors/psychiatry/dr.-kartini-binti-mohd-nor,,https://gleneagles.com.my/medini-johor/doctors/psychiatry/dr.-kartini-binti-mohd-nor,,"<style type=""text/css"">
    &lt;!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--&gt;
</style>
Dr Kartini Nor is a UK-trained Consultant Psychiatrist and Psychogeriatrician. She graduated from Queen&rsquo;s University, Belfast, UK. She completed her postgraduate training in Psychiatry in the UK where she obtained her MRCPsych and CCT in Old Age Psychiatry. She was a Consultant Psychiatrist in the NHS specialising in the mental health of older people. <br />
Dr Kartini Nor is registered with the Malaysian Medical Council (MMC) and is on the National Specialist Register, Malaysia (NSR). She has a special interest in the mental health of older people and dementia. She is a Life Member of the Malaysian Psychiatric Association.",##Psychiatry##,"<div>&bull;	Schizophrenia and Psychotic Disorders, Depression, Bipolar Mood Disorder, Anxiety Disorders, Obsessive Compulsive Disorder, Stress.</div>
<div>&bull;	Assessment of memory problems in older people.</div>
<div>&bull;	Dementia&nbsp;</div>",Dr. Kartini binti Mohd Nor | Psychiatry | Gleneagles Hospital Medini Johor,999,"<div>MB ChB BAO (UK), MRCPsych (UK), CCT (UK)</div>
<div>M.A. (Med Ethics &amp; Law)(UK), PG Cert in Med. Ed (UK),</div>
<div>FHEA (UK)</div>",075601000 ext 1694,,False,"English, Malay",,Dr.,False,Gleneagles Hospital Medini Johor,,Kartini binti Mohd Nor,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kartini binti Mohd Nor', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kartini-binti-mohd-nor118fa508-6fb5-43a3-8f44-9c9429f50675.jpg?sfvrsn=c881c357_6'}]"
161,27a3fbbb-8ce2-41a3-902b-c7732e51b4d5,2023-05-16T06:01:57Z,2021-04-08T09:47:21Z,2021-04-08T09:47:22Z,True,,dato-'-dr-k-mohandas,/anaesthesiology/dato-'-dr-k-mohandas,Resident Consultant,,,Dato' Dr. Kattayat Mohandas | Anaesthesiology | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/anaesthesiology/dato-'-dr-k-mohandas,Dato' Dr.,"OT Department, 1st Floor, Block A",https://gleneagles.com.my/kuala-lumpur/doctors/anaesthesiology/dato-'-dr-k-mohandas,,https://gleneagles.com.my/kuala-lumpur/doctors/anaesthesiology/dato-'-dr-k-mohandas,,,##Anaesthesiology##,Perfusion - ICU,Dato' Dr. Kattayat Mohandas | Anaesthesiology | Gleneagles Hospital Kuala Lumpur,999,"MBBS (Madras), DA (Madras), MD (Anaes),&Acirc;&nbsp; FFARACS (Australia), FANZCA (Australia)",03-4141 3000 / 3163 / 3164,,False,,,Dato' Dr.,False,Gleneagles Hospital Kuala Lumpur,,Kattayat Mohandas,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dato Dr. Kattayat Mohandas', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dato-dr.-kattayat-mohandasb37f8b72-4628-4fba-9398-2d5b60c79933.png?sfvrsn=88bc054d_6'}]"
162,e5b6a930-9ea0-4c20-aaf1-812a368605a0,2023-05-16T06:06:43Z,2021-04-08T09:44:28Z,2021-04-08T09:44:29Z,True,,dr-kelvin-lim,/maxillofacial-facial-cosmetic-surgery/dr-kelvin-lim,Sessional Consultant,,,Dr. Kelvin Lim | Maxillofacial/Facial Cosmetic Surgery | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/maxillofacial-facial-cosmetic-surgery/dr-kelvin-lim,Dr.,"Specialist Clinics, 6th Floor, Block B",https://gleneagles.com.my/kuala-lumpur/doctors/maxillofacial-facial-cosmetic-surgery/dr-kelvin-lim,,https://gleneagles.com.my/kuala-lumpur/doctors/maxillofacial-facial-cosmetic-surgery/dr-kelvin-lim,,,##Maxillofacial/Facial Cosmetic Surgery##,"Facial Trauma, Oral Cancer, Facial Deformity",Dr. Kelvin Lim | Maxillofacial/Facial Cosmetic Surgery | Gleneagles Hospital Kuala Lumpur,999,"MBBS(Newcastle),FRCS(Edin), BDS(London), LDSRCS(Eng)",03-4141 3251 / 3252 / 3253,,False,,,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Kelvin Lim,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kelvin Lim', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kelvin-limddcd595e-de41-4d7b-a729-e143637859ab.png?sfvrsn=7d7ea435_6'}]"
163,9206d893-143f-40bf-bfa6-fb0f2007b94a,2023-05-16T06:00:09Z,2022-09-13T07:17:29Z,2022-09-13T07:17:29Z,True,,kelvin-lim-liang-hooi,/neurosurgery/kelvin-lim-liang-hooi,Resident Consultant,,Dr.,Dr. Kelvin Lim Liang Hooi | Neurosurgery | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/neurosurgery/kelvin-lim-liang-hooi,Dr.,"122, 1st Floor, Block B",https://gleneagles.com.my/penang/doctors/neurosurgery/kelvin-lim-liang-hooi,,https://gleneagles.com.my/penang/doctors/neurosurgery/kelvin-lim-liang-hooi,,,##Neurosurgery##,,Dr. Kelvin Lim Liang Hooi | Neurosurgery | Gleneagles Hospital Penang,999,"MBBCh. BAO (Ire), Master of Surgery (Neurosurgery) (USM), CMIA (NIOSH)",+604-222 9121,,False,"English, Bahasa Melayu, Hokkien, Cantonese",,Dr.,False,Gleneagles Hospital Penang,,Kelvin Lim Liang Hooi,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Website Image size-02', 'Url': 'https://gleneagles.com.my/images/default-source/f_-accreditation/website-image-size-02.jpg?sfvrsn=1ceca6ed_1'}]"
164,e15ca6f2-9501-44b2-aefb-5dfa0383eae7,2023-05-16T06:05:27Z,2021-04-08T09:43:08Z,2021-04-08T09:43:09Z,True,,dr-kenneth-koh-beng-hock,/urology/dr-kenneth-koh-beng-hock,Resident Consultant,,,Dr. Kenneth Koh Beng Hock | Urology | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/urology/dr-kenneth-koh-beng-hock,Dr.,"Suite 317, 3rd Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/urology/dr-kenneth-koh-beng-hock,,https://gleneagles.com.my/kuala-lumpur/doctors/urology/dr-kenneth-koh-beng-hock,,"<div style=""text-align:left;"">Dr. Kenneth graduated from University Malaya with distinction and is the recipient of many book</div><div style=""text-align:left;"">prizes and medals from the university. He underwent further training in Urology in the UK and was</div><div style=""text-align:left;"">awarded a travelling fellowship to USA in 1994. Dr. Koh has vast experience in stone surgery and in</div><div style=""text-align:left;"">treatment of urological cancers.</div>",##Urology##,"<div>1) Kidney, ureteric and bladder stoners</div><div>2) Prostate disorders</div><div>3) Kidney, bladder and prostate cancer</div><div>4) Hydronephnosis</div><div>5) Male fertility</div><div>6) Urinary incontinence</div>",Dr. Kenneth Koh Beng Hock | Urology | Gleneagles Hospital Kuala Lumpur,999,"MBBS (Mal), FRCS (Edin), FRCS (Glasgow)",03-4251 2511,"<div></div><div>1) Minimally invasive stone surgery</div><div>2) TURP, TURBT</div><div>3) Laparoscopic surgery</div><div>4) Robotic surgery for cancers</div><div>5) Vasectomy and microsurgical reversal of vasectomy</div>",False,,,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Kenneth Koh Beng Hock,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kenneth Koh Beng Hock', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kenneth-koh-beng-hockd3394e90-2b5d-42cf-9b5e-687ce354e1bf.png?sfvrsn=db6ebb7e_6'}]"
165,daef934f-2e04-4faa-869f-7324be792a22,2023-05-16T06:06:16Z,2021-04-08T09:41:43Z,2021-04-08T09:41:44Z,True,,dr-kent-woo-chee-keen,/internal-medicine/dr-kent-woo-chee-keen,Resident Consultant,,,Dr. Kent Woo | Internal Medicine | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/internal-medicine/dr-kent-woo-chee-keen,Dr.,"Suite 512, 5th Floor, Medical Consultation Suites Block",https://gleneagles.com.my/kuala-lumpur/doctors/internal-medicine/dr-kent-woo-chee-keen,,https://gleneagles.com.my/kuala-lumpur/doctors/internal-medicine/dr-kent-woo-chee-keen,,,##Internal Medicine##;##Allergy and Immunology##,<p>Allergic Skin Diseases</p><p>Allergies</p><p>Allergic Rhinitis</p><p>Asthma</p><p>Cough</p><p>Drug Allergy</p><p>Eczema</p><p>Food Allergy</p><p>Frequent Infections</p><p>Hives/Urticaria</p><p>Immune disorders</p><p>Sneeze</p><p>Sinus problems</p><p>Skin allergy</p>,Dr. Kent Woo | Internal Medicine | Gleneagles Hospital Kuala Lumpur,999,<ul><li>MD (USA)</li><li>Internal Medicine (USA)</li><li>PG Diploma Clinical Dermatology (Lond)</li></ul>,03-4141 3240,"<p>Allergy testing, Allergen specific immunotherapy, Desensitization, Food allergy immunotherapy</p>",False,"English, Malay, Cantonese",,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Kent Woo,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kent Woo', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kent-woo6976f58a-7907-47ad-8666-5192df9a4988.jpg?sfvrsn=f81c38a7_6'}]"
166,2857c1ed-ecb2-4745-98dd-410a71f21504,2023-05-16T06:03:20Z,2021-04-08T09:40:53Z,2021-04-08T09:40:55Z,True,,khairul-bin-shaharuddin,/ear-nose-and-throat-surgery-ent/khairul-bin-shaharuddin,Resident Consultant,,,"Dr. Khairul Bin Shaharuddin | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kuala Lumpur",,https://gleneagles.com.my/kuala-lumpur/appointment/ear-nose-and-throat-surgery-ent/khairul-bin-shaharuddin,Dr.,"Specialist Clinic, 8th Floor, Block B",https://gleneagles.com.my/kuala-lumpur/doctors/ear-nose-and-throat-surgery-ent/khairul-bin-shaharuddin,,https://gleneagles.com.my/kuala-lumpur/doctors/ear-nose-and-throat-surgery-ent/khairul-bin-shaharuddin,,"<p style=""text-align: justify;"">Dr. Khairul Shaharuddin obtained his MD in 1997 and his Master of Surgery (Otorhinolaryngology Head and Neck Surgery) in 2007 from Universiti Kebangsaan Malaysia. He continued his career as an ENT Surgeon and lecturer in Hospital Kuala Lumpur from 2007 to 2012 and in Medical Faculty in UPM at Hospital Serdang from 2012 - 2013.  He was working&nbsp; as a Consultant ENT Surgeon at Columbia Asia Hospital Setapak, Kuala Lumpur before joining Gleneagles Hospital Kuala Lumpur.&nbsp;</p>
<p>Dr. Khairul Shahruddin has perfomed and assisted 400 - 500 tonsillectomy &amp; adenoidectomy and FESS cases. He also had done 30 - 40 CAPSO for OSA and Head and Neck Surgery cases as well.</p>","##Ear, Nose and Throat Surgery (ENT)##",<p>General ENT</p>,"Dr. Khairul Bin Shaharuddin | Ear, Nose and Throat Surgery (ENT) | Gleneagles Hospital Kuala Lumpur",999,"<p>MD (UKM), M.SURG (ORAL Head &amp; Neck) (UKM)</p>",03-4141 3790 / 3791 ,,False,,,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Khairul Bin Shaharuddin,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Khairul Bin Shaharuddin', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-khairul-bin-shaharuddin227b6d0d-0953-4773-ae8d-fb65b7d7dbf6.jpg?sfvrsn=a0cbf724_6'}]"
167,2c147988-0d67-4f94-ac0c-74fcee1b2f40,2023-05-16T06:06:21Z,2021-04-08T09:41:49Z,2021-04-08T09:41:50Z,True,,khairul-zaman-omar,/paediatrics/khairul-zaman-omar,Resident Consultant,,,Dr. Khairul Zaman Bin Omar | Paediatrics | Gleneagles Hospital Kuala Lumpur,,https://gleneagles.com.my/kuala-lumpur/appointment/paediatrics/khairul-zaman-omar,Dr.,"Specialist Clinics, Block B, Level 6",https://gleneagles.com.my/kuala-lumpur/doctors/paediatrics/khairul-zaman-omar,,https://gleneagles.com.my/kuala-lumpur/doctors/paediatrics/khairul-zaman-omar,,"<div>Dr Khairul Zaman Omar has been a qualified paediatrician since 2001. He attain his medical degree</div><div>from University Malaya, Malaysia in 1994 and later in year 2001, Dr Khairul receive his masters in</div><div><p>medicine from University of Malaya specializing in paediatrics.</p></div><div>In the past Dr Khairul Zaman have worked at University Hospital Kuala Lumpur before joining Pusat</div><div>Perubatan Naluri where he worked for 5 years. Upon completing his service at Pusat Perubatan</div><div>Naluri, Dr Khairul joined Columbia Asia Setapak where he serve as a paediatric specialist for 8 years.</div><div><p>Dr Khairul Zaman currently works in Gleneagles Kuala Lumpur as a consultant paediatrician.</p></div><p>&nbsp;</p>",##Paediatrics##,<div><p>Well Child Clinic</p></div><div><p>Airway Disease (Infection / Allergy)</p></div><div><p>Anemia</p></div><div><p>Allergy</p></div><div><p>Gastrointestinal Infection</p></div><div><p>Urinary Tract Infection</p></div><div>Diagnosis Of Childhood</div>,Dr. Khairul Zaman Bin Omar | Paediatrics | Gleneagles Hospital Kuala Lumpur,999,"<p>MMBS (UM),M.MED (Paediatrics)</p>",03- 4141 3251 / 3252 / 3253,<div><p>Immunization</p></div><div>Minor procedure</div><ul><li>Intubation</li><li>Intravenous Line</li><li>Arterial Line Cannulation</li><li>Bone Marrow Aspiration &amp;amp; Trephine Biopsy</li><li>Lumbar Puncture</li><li>Oropharyngeal suctioning / nasal suctioning</li></ul>,False,English and Bahasa Malaysia,https://gleneagleskl.ehealth.com.my/#selectDateTime/2279,Dr.,False,Gleneagles Hospital Kuala Lumpur,,Khairul Zaman Bin Omar,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Khairul Zaman Omar', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-khairul-zaman-omar5360e342-677d-4e27-b11e-b8b0d309fbc6.jpg?sfvrsn=761d9cd7_6'}]"
168,5bc8c2ff-64bd-48a1-8148-5847496e6eaf,2023-05-16T06:05:23Z,2021-04-08T09:43:01Z,2021-04-08T09:43:02Z,True,,dr.-khamini-ramanujam,/paediatrics/dr.-khamini-ramanujam,Resident Consultant,,,Dr. Khamini Ramanujam | Paediatrics | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/paediatrics/dr.-khamini-ramanujam,Dr.,"128, 1st Floor, Block B",https://gleneagles.com.my/penang/doctors/paediatrics/dr.-khamini-ramanujam,,https://gleneagles.com.my/penang/doctors/paediatrics/dr.-khamini-ramanujam,,"<p>Dr. Khamini obtained her MBBS degree from Manipal Academy of Higher Education, India and pursued her interest in paediatrics, having attained her Membership of the Royal College of Paediatrics and Child Health, United Kingdom.</p>
<p>Having served for many years in the Paediatric Departments of Hospital Sultan Abdul Halim, Sungai Petani and Penang General Hospital, Dr. Khamini has vast experience in treating diverse paediatric conditions involving premature babies, neonates and adolescents.</p>
<p>Dr. Khamini is a certified instructor for Neonatal Resuscitation Programme (NRP) and a provider for Advanced Paediatrics Life Support (APLS). Her services were recognised and she was twice awarded the &lsquo;Excellence Service Award&rsquo; by the Ministry of Health, Malaysia, in 2013 and in 2017.</p>
<p>Dr. Khamini has been actively involved in teaching and training both undergraduates and postgraduates in Paediatrics. She is also a life member of both the Malaysian Paediatrics Association and the Malaysian Medical Association.</p>
<p>Dr. Khamini likes to unwind by listening to music, reading and spending quality time with family.</p>",##Paediatrics##,"<p>Dr. Khamini treats various childhood diseases, assess growth and development, and administers vaccinations.</p>",Dr. Khamini Ramanujam | Paediatrics | Gleneagles Hospital Penang,999,"<p>MBBS (Manipal), MRCPCH (UK)</p>",+604-222 9021,,False,"English, Bahasa Melayu, Tamil",,Dr.,False,Gleneagles Hospital Penang,,Khamini Ramanujam,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Khamini Ramanujam', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-khamini-ramanujambe84a24a-5c6e-4a0e-871e-49a41c38554f.jpg?sfvrsn=68afea8f_6'}]"
169,8deb9bfd-525e-4d0a-8800-2370520b05b1,2023-05-31T08:49:45Z,2021-04-08T09:44:05Z,2021-04-08T09:44:06Z,True,,dr.-khoo-eng-hooi,/orthopaedic-trauma-surgery/dr.-khoo-eng-hooi,Resident Consultant,,,Dr. Khoo Eng Hooi | Orthopaedic & Trauma Surgery | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/orthopaedic-trauma-surgery/dr.-khoo-eng-hooi,Dr.,"101, 1st Floor, Block A",https://gleneagles.com.my/penang/doctors/orthopaedic-trauma-surgery/dr.-khoo-eng-hooi,,https://gleneagles.com.my/penang/doctors/orthopaedic-trauma-surgery/dr.-khoo-eng-hooi,,"<p>Dr. Khoo earned his degree in Medicine at National University of Malaysia (UKM) in 1999 and later obtained his Master's degree in Orthopaedic Surgery at University Malaya in 200g. He was then posted to Penang General Hospital. He then pursued advanced orthopaedic trauma and completed his AO Fellowship at Geneva University Hospital, Switzerland in 2009.</p><p>At the time, there was a shortage of spine surgeons in Penang Hospital that propelled Dr. Khoo&rsquo;s determination to take up the challenge to train as one. He completed the 3-year Subspecialty Training Programme under the Ministry of Health, where he was a fellow in various distinguished spine centres, notably Sarawak General Hospital, University Hospital of Basel, Switzerland and Schoen Klinikum in Munich, Germany. He also pursued a travelling fellowship under the Asia Pacific Spine Society at renown spine centre in Bangkok and Singapore.</p><p>Upon returning from his training Dr. Khoo led the Spine Unit in Penang General Hospital. This gave him the opportunity to treat a vast variety of spinal disorders from the commonest spinal trauma to the complex spinal deformity corrective surgeries. His role as a senior orthopaedic surgeon at Penang General Hospital has helped him forge a strong base in complex trauma surgery as well as various orthopaedic surgeries.</p><p>Since joining Gleneagles Penang in 2016, Dr. Khoo has pursued special interest in minimal invasive spinal surgery (MISS) and endoscopic spine surgery. He attended attachments at Wooridul Spine Hospital and Teun Tuen Hospital in South Korea to learn directly from the experts in the field.&nbsp;</p>",##Orthopaedic & Trauma Surgery##,"<p><span style=""text-decoration:underline;"">Spine</span>:</p><p>Spine Trauma/Fracture</p><p>Spine Deformity Eg. &nbsp;Adolescent Idiopathic Scoliosis </p><p>Spinal Stenosis (Bone spur) - radiculopathy (Sciatica) and myelopathy</p><p>Degenerative Disc Disease i.e. Prolapsed Intervertebral Disc (Disc Herniation) </p><p>Spinal Tumour/ Metastases</p><p>Spine Infection, eg TB spine</p><p>Osteoporosis Vertebral Compression Fracture (OVCF)</p><p>&nbsp;</p><p><span style=""text-decoration:underline;"">General orthopaedic conditions:</span><span style=""text-decoration:underline;""></span></p><p>Trauma and Fractures</p><p>Osteoarthritis</p><p>Osteoporosis Fractures</p>",Dr. Khoo Eng Hooi | Orthopaedic & Trauma Surgery | Gleneagles Hospital Penang,8,"<p>MD(UKM), MS.Orth.(UM), Fellowship in Spine Surgery (M'sia)&nbsp;</p>",+604-222 9056,"<p data-level=""1"" data-list=""0"">1.&nbsp;Endoscopic Discectomy and Decompression Surgery (Keyhole Surgery)</p><p data-level=""1"" data-list=""0"">2.&nbsp;Minimally invasive lumbar fusion surgeries</p><p data-level=""2"" data-list=""0"">-&nbsp;OLIF, DLIF</p><p data-level=""2"" data-list=""0"">-&nbsp;MIS TLIF</p><p data-level=""1"" data-list=""0"">3.&nbsp;Cervical Artificial Disc Replacement</p><p data-level=""1"" data-list=""0"">4.&nbsp;Spinal Deformity Corrective Surgeries</p><p><span style=""text-decoration:underline;"">Percutaneous Procedures:</span><span style=""text-decoration:underline;""></span></p><p data-level=""1"" data-list=""1"">1.&nbsp;Vertebroplasty and Kyphoplasty (cement injection/augmentation)</p><p data-level=""1"" data-list=""1"">2.&nbsp;Radiofrequency Procedures</p><p data-level=""1"" data-list=""1"">3.&nbsp;Nucleoplasty</p><p data-level=""1"" data-list=""1"">4.&nbsp;Epidural Steroid Infiltration</p><p data-level=""1"" data-list=""1"">5.&nbsp;Dorsal Root Ganglion Block</p><p data-level=""1"" data-list=""1"">6.&nbsp;Spinal Facet block</p><p><span style=""text-decoration:underline;"">General Orthopaedic Procedures:</span><span style=""text-decoration:underline;""></span></p><p data-level=""1"" data-list=""2"">1.&nbsp;Total Knee Replacement</p><p data-level=""1"" data-list=""2"">2.&nbsp;Total Hip Replacement</p><p data-level=""1"" data-list=""2"">3.&nbsp;Orthopaedic trauma surgeries</p><p data-level=""1"" data-list=""2"">4.&nbsp;Fractures fixation of the limbs</p>",False,"English, Bahasa Melayu, Mandarin, Bahasa Indonesia, Hokkien, Cantonese",,Dr.,False,Gleneagles Hospital Penang,,Khoo Eng Hooi,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Website Image size-05', 'Url': 'https://gleneagles.com.my/images/default-source/f_-accreditation/website-image-size-05fdf9ffb2-2356-45c2-8f87-65834573d431.jpg?sfvrsn=d9501bac_7'}]"
170,5b25f8ad-fe96-496d-b532-baa0f1bcec10,2023-05-16T06:04:57Z,2021-04-08T09:46:50Z,2021-04-08T09:46:51Z,True,,dr.-kirubakaran-malapan,/general-surgery/dr.-kirubakaran-malapan,Resident Consultant,https://gleneaglespenang.ehealth.com.my/#eHealthChat/selectDateTime/2577,Mr.,Mr. Kirubakaran A/L Malapan | General Surgery | Gleneagles Hospital Penang,,https://gleneagles.com.my/penang/appointment/general-surgery/dr.-kirubakaran-malapan,Mr.,"135, 1st Floor, Block B",https://gleneagles.com.my/penang/doctors/general-surgery/dr.-kirubakaran-malapan,,https://gleneagles.com.my/penang/doctors/general-surgery/dr.-kirubakaran-malapan,,"<p>Mr. Kirubakaran graduated with M.B.B.S. from Manipal Academy of Higher Education, India in 2000. His dream to pursue surgery brought him to University Sains Malaysia (USM) where he graduated with a Master in General Surgery in 2008. He then joined subspecialty training and completed his Fellowship in Bariatric &amp; Metabolic Surgery from Taiwan in 2013 and Fellowship in Breast &amp; Endocrine Surgery from Malaysia in 2014. His passion in clinical nutrition drove him to pursue the European ESPEN Diploma in Clinical Nutrition &amp; Metabolism, which he completed in 2018.</p><p>Mr. Kirubakaran developed the Breast &amp; Endocrine (B&amp;E) Surgery Unit and Bariatric &amp; Metabolic Surgery Services in Ipoh after he was posted there in 2014. He was instrumental in forming the HRPB Bariatric Support Group and served as its advisor. He has served with the Ministry of Health Malaysia (MOH) for almost 20 years at various hospitals including Hospital Raja Permaisuri Bainun (HRPB, Ipoh), Taiping Hospital, Hospital Raja Perempuan Zainab II (HRPZ II, Kota Bharu), Hospital Kuala Lumpur and Hospital Putrajaya and is the proud recipient of the Excellence in Service Awards in 2002, 2008 and 2015.</p><p>Mr. Kirubakaran has held various positions including Chairman of Malaysian Medical Association (Perak Branch) from 2017-2019 and Chairman of Special Area of Interest: Bariatric &amp; Metabolic Surgery for MOH. He has also contributed to the field of academics as an Adjunct University Lecturer and has published numerous scientific publications in peer-reviewed journals as well as presentations in local and international meetings.</p>",##General Surgery##;##Breast Surgery##;##Endocrine Surgery##;##Bariatric Surgery##,,Mr. Kirubakaran A/L Malapan | General Surgery | Gleneagles Hospital Penang,999,"<p>MBBS (India), M.Med Surgery (Malaysia)<br />Fellowship in Breast &amp; Endocrine Surgery (Malaysia)<br />Fellowship in Bariatric &amp; Metabolic Surgery (Taiwan)</p>",+604-222 9262,"<p>Besides performing open &amp; laparoscopic general surgical procedures, upper &amp; lower gastrointestinal (GI) diagnostic and therapeutic endoscopy, Mr. Kirubakaran performs breast surgery including breast conserving surgery and Vacuum-assisted Breast (VAB) biopsy. He also performs endocrine surgeries related to the thyroid gland, parathyroid glands and adrenal glands, both open and via minimally-invasive approach.</p><p>&nbsp;Mr. Kirubakaran has a special interest in managing people with obesity and weight-related issues. He performs endoscopic balloon insertion and various laparoscopic bariatric and metabolic surgeries.</p>",False,"English, Bahasa Melayu, Tamil",https://gleneaglespenang.ehealth.com.my/#selectDateTime/2577,Mr.,False,Gleneagles Hospital Penang,,Kirubakaran A/L Malapan,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Kirubakaran AL Malapan', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-kirubakaran-al-malapan5e6cc642-d355-4e35-a6e1-caec253cc3f0.jpg?sfvrsn=93cd4820_6'}]"
171,27728b2b-080e-4383-84cf-25864fe43f7f,2023-05-16T06:00:40Z,2021-04-08T09:40:03Z,2021-04-08T09:40:04Z,True,,koh-choo-teen,/radiology/koh-choo-teen,Resident Consultant,,,Dr. Koh Choo Teen | Radiology | Gleneagles Hospital Medini Johor,,https://gleneagles.com.my/medini-johor/appointment/radiology/koh-choo-teen,Dr.,Gleneagles Hospital Medini Johor,https://gleneagles.com.my/medini-johor/doctors/radiology/koh-choo-teen,,https://gleneagles.com.my/medini-johor/doctors/radiology/koh-choo-teen,,,##Radiology##,,Dr. Koh Choo Teen | Radiology | Gleneagles Hospital Medini Johor,999,"MBBS (University of Adelaide, Australia) M. MED (RADIOLOGY) (University of Malaya)&nbsp;",,,False,"English, Malay, Mandarin",,Dr.,False,Gleneagles Hospital Medini Johor,,Koh Choo Teen,,1,GleneaglesDynamicModuleProvider,"[{'Title': 'Dr. Koh Choo Teen', 'Url': 'https://gleneagles.com.my/images/default-source/f_doctors/dr.-koh-choo-teena12a8ae8-64d6-4149-a4ce-88dccc757dfd.jpg?sfvrsn=6a0db009_6'}]"
